[7/12/20 01:16AM]	[CLANCHAT]: Nom: dang we went down 1 rank in runelocus	
[7/20/20 12:06PM]	[CLANCHAT]: Katrina Law: l	
[7/20/20 12:07PM]	[CLANCHAT]: Katrina Law: anyone watching netflix?	
[7/20/20 12:07PM]	[CLANCHAT]: Hairloss: not rn but prolly later lol	
[7/20/20 12:07PM]	[CLANCHAT]: Katrina Law: oo	
[7/20/20 12:08PM]	[CLANCHAT]: Katrina Law: will i watch netflix more then 20hs a day lol	
[7/20/20 12:08PM]	[CLANCHAT]: Hairloss: lmao if you want to yes	
[7/20/20 12:08PM]	[CLANCHAT]: Katrina Law: i have seen a tone of films lol	
[7/20/20 12:08PM]	[CLANCHAT]: Hairloss: Which one's your favourite?	
[7/20/20 12:08PM]	[CLANCHAT]: Katrina Law: uhm	
[7/20/20 12:09PM]	[CLANCHAT]: Katrina Law: kingdom	
[7/20/20 12:09PM]	[CLANCHAT]: Katrina Law: atm	
[7/20/20 12:09PM]	[CLANCHAT]: Pickle Rick: spectral aint bad tbh	
[7/20/20 12:09PM]	[CLANCHAT]: Hairloss: Oh sick	
[7/20/20 12:09PM]	[CLANCHAT]: Katrina Law: i do like teen wolf	
[7/20/20 12:09PM]	[CLANCHAT]: Pickle Rick: the movie on netflix	
[7/20/20 12:09PM]	[CLANCHAT]: Pickle Rick: for me it was avreage	
[7/20/20 12:09PM]	[CLANCHAT]: Katrina Law: i got 5 accs on it lol	
[7/20/20 12:09PM]	[CLANCHAT]: Pickle Rick: bruh...........	
[7/20/20 12:10PM]	[CLANCHAT]: Hairloss: Kat really loves Netflix lmao	
[7/20/20 12:10PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 12:10PM]	[CLANCHAT]: Pickle Rick: so what u got 5 tablets hanging around ur computer all going at once?	
[7/20/20 12:10PM]	[CLANCHAT]: Katrina Law: i got 4 sisters and 2 brothers so i have to lol	
[7/20/20 12:10PM]	[CLANCHAT]: Pickle Rick: oh that explains it haha	
[7/20/20 12:10PM]	[CLANCHAT]: Katrina Law: lol got 3 pcs	
[7/20/20 12:11PM]	[CLANCHAT]: Katrina Law: 3 pc all lined up	
[7/20/20 12:11PM]	[CLANCHAT]: Hairloss: 1 for janus, 1 for netflix and the other?	
[7/20/20 12:11PM]	[CLANCHAT]: Katrina Law: 1 pc i watch netflix on lol	
[7/20/20 12:11PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 12:11PM]	[CLANCHAT]: Katrina Law: other one for youtube	
[7/20/20 12:11PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:11PM]	[CLANCHAT]: Hairloss: oh lmao multitasking like crazy	
[7/20/20 12:11PM]	[CLANCHAT]: Pickle Rick: -.- this is the msot weird flex ive ever heard man	
[7/20/20 12:11PM]	[CLANCHAT]: Katrina Law: ikr	
[7/20/20 12:12PM]	[CLANCHAT]: Katrina Law: its costing me lots tho lol	
[7/20/20 12:12PM]	[CLANCHAT]: Pickle Rick: yeah man i bet	
[7/20/20 12:12PM]	[CLANCHAT]: Hairloss: yeah that's a f	
[7/20/20 12:12PM]	[CLANCHAT]: Katrina Law: but im moving home lol	
[7/20/20 12:12PM]	[CLANCHAT]: Katrina Law: in like 7 months lol	
[7/20/20 12:13PM]	[CLANCHAT]: Hairloss: oh snap that's next year	
[7/20/20 12:13PM]	[CLANCHAT]: Hairloss: Good start to the year I guess	
[7/20/20 12:13PM]	[CLANCHAT]: Katrina Law: this year coming mabye befor	
[7/20/20 12:13PM]	[CLANCHAT]: Katrina Law: fuck vius lol	
[7/20/20 12:13PM]	[CLANCHAT]: Sprite: why 3 pcs and not just multiple monitors?	
[7/20/20 12:13PM]	[CLANCHAT]: Hairloss: Yeah fr everything is messed up now	
[7/20/20 12:14PM]	[CLANCHAT]: Katrina Law: idk 	
[7/20/20 12:14PM]	[CLANCHAT]: Sprite: lmao	
[7/20/20 12:14PM]	[CLANCHAT]: Pickle Rick: tbh i have 2 monitors my computer can take 4 but i need a bigger	
[7/20/20 12:15PM]	[CLANCHAT]: Pickle Rick: bigger desk	
[7/20/20 12:15PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:15PM]	[CLANCHAT]: Pickle Rick: i want one main one, 1 for anime another for discord and another 	
[7/20/20 12:15PM]	[CLANCHAT]: Pickle Rick: and another for dim for detiny 2	
[7/20/20 12:15PM]	[CLANCHAT]: Hairloss: oh lmao what anime you recommend bro?	
[7/20/20 12:16PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:16PM]	[CLANCHAT]: Pickle Rick: depends what type u like	
[7/20/20 12:16PM]	[CLANCHAT]: Hairloss: Idm lmao	
[7/20/20 12:16PM]	[CLANCHAT]: Katrina Law: i quit fortnite longtime ago lol	
[7/20/20 12:16PM]	[CLANCHAT]: Pickle Rick: and depends also u want a short anime or ongoing long one	
[7/20/20 12:16PM]	[CLANCHAT]: Hairloss: oh fr 	
[7/20/20 12:16PM]	[CLANCHAT]: Hairloss: Kat what's your KD	
[7/20/20 12:16PM]	[CLANCHAT]: Katrina Law: im max lvl on save the world lol	
[7/20/20 12:16PM]	[CLANCHAT]: Hairloss: Oh lmao 	
[7/20/20 12:17PM]	[CLANCHAT]: Hairloss: I really don't mind Pickle I've watched a lot anyways	
[7/20/20 12:17PM]	[CLANCHAT]: Pickle Rick: one piece is amazing	
[7/20/20 12:17PM]	[CLANCHAT]: Pickle Rick: hunterxhunter is another amazing watch	
[7/20/20 12:17PM]	[CLANCHAT]: Hairloss: Lmao I'm on that already	
[7/20/20 12:17PM]	[CLANCHAT]: Hairloss: f that too	
[7/20/20 12:17PM]	[CLANCHAT]: Pickle Rick: a new one 3 episodes in is misfit of a demon king	
[7/20/20 12:17PM]	[CLANCHAT]: Hairloss: oh lmao that one	
[7/20/20 12:18PM]	[CLANCHAT]: Pickle Rick: food wars has started back up	
[7/20/20 12:18PM]	[CLANCHAT]: Pickle Rick: fire force as well	
[7/20/20 12:18PM]	[CLANCHAT]: Hairloss: for sure watching all that currently	
[7/20/20 12:19PM]	[CLANCHAT]: Hairloss: The amount of flowers I've picked imma start a flower shop	
[7/20/20 12:19PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:20PM]	[CLANCHAT]: Hairloss: Okay Kat tryna start a competing flower shop	
[7/20/20 12:22PM]	[CLANCHAT]: Hairloss: lmao more boots for boot	
[7/20/20 12:23PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 12:23PM]	[CLANCHAT]: Hairloss: kat is save the world any fun on fortnite?	
[7/20/20 12:23PM]	[CLANCHAT]: Pickle Rick: can we switch difficulltys to lvl up skills then change back?	
[7/20/20 12:24PM]	[CLANCHAT]: Hairloss: Nah 	
[7/20/20 12:24PM]	[CLANCHAT]: Hairloss: it resets you when you switch from low to high diff	
[7/20/20 12:24PM]	[CLANCHAT]: Pickle Rick: shit so if i change off this i cant go back	
[7/20/20 12:24PM]	[CLANCHAT]: Hairloss: Unless you wanna reset	
[7/20/20 12:25PM]	[CLANCHAT]: Pickle Rick: what all stats	
[7/20/20 12:25PM]	[CLANCHAT]: Hairloss: yeah bro	
[7/20/20 12:25PM]	[CLANCHAT]: Pickle Rick: so im confused how it works	
[7/20/20 12:25PM]	[CLANCHAT]: Hairloss: You can go from higher to lower difficulty without reset	
[7/20/20 12:26PM]	[CLANCHAT]: Hairloss: the other way is reset everytime	
[7/20/20 12:26PM]	[CLANCHAT]: Pickle Rick: but if i want lower to higher i have ot reset	
[7/20/20 12:26PM]	[CLANCHAT]: Hairloss: yeah basically	
[7/20/20 12:26PM]	[CLANCHAT]: Hairloss: it's better to stay in Zezima if you have good stats	
[7/20/20 12:26PM]	[CLANCHAT]: Pickle Rick: tbh not really i probably shoulda maxed before chosing it	
[7/20/20 12:27PM]	[CLANCHAT]: Pickle Rick: i got 90+ att str def range and hp only 82 prayer	
[7/20/20 12:27PM]	[CLANCHAT]: Hairloss: don't change diff lmao	
[7/20/20 12:28PM]	[CLANCHAT]: Pickle Rick: really	
[7/20/20 12:28PM]	[CLANCHAT]: Hairloss: yeah not worth if you ever wanted to go back to zezima	
[7/20/20 12:29PM]	[CLANCHAT]: Pickle Rick: well i was gunna max then go back to zezima mode	
[7/20/20 12:29PM]	[CLANCHAT]: Hairloss: not possible unless you get max scroll	
[7/20/20 12:29PM]	[CLANCHAT]: Pickle Rick: -.- well shit	
[7/20/20 12:31PM]	[CLANCHAT]: Pickle Rick: brb dropping wife to work	
[7/20/20 12:31PM]	[CLANCHAT]: Hairloss: lol bye	
[7/20/20 12:42PM]	[CLANCHAT]: Hairloss: Welcome Post	
[7/20/20 12:42PM]	[CLANCHAT]: Postmalone: ty ty	
[7/20/20 12:42PM]	[CLANCHAT]: Hairloss: I loved hollywood's bleeding	
[7/20/20 12:42PM]	[CLANCHAT]: Postmalone: best mode to play ?	
[7/20/20 12:42PM]	[CLANCHAT]: Postmalone: love it to :P	
[7/20/20 12:42PM]	[CLANCHAT]: Hairloss: If you got time and commitment brother defo zezima	
[7/20/20 12:42PM]	[CLANCHAT]: Hairloss: huge droprate buff	
[7/20/20 12:43PM]	[CLANCHAT]: Postmalone: yeah is hard to get 99s ?	
[7/20/20 12:43PM]	[CLANCHAT]: Hairloss: on zezima for sure	
[7/20/20 12:43PM]	[CLANCHAT]: Postmalone: ah okay	
[7/20/20 12:43PM]	[CLANCHAT]: Hairloss: Unless you wanna get a max scroll and use it 	
[7/20/20 12:43PM]	[CLANCHAT]: Postmalone: how to get that ?	
[7/20/20 12:43PM]	[CLANCHAT]: Hairloss: I'd recommend trying out a lower difficulty first	
[7/20/20 12:44PM]	[CLANCHAT]: Hairloss: It's on donation store borther	
[7/20/20 12:44PM]	[CLANCHAT]: Postmalone: okay ty	
[7/20/20 12:44PM]	[CLANCHAT]: Hairloss: lmao I meant brother	
[7/20/20 12:44PM]	[CLANCHAT]: Hairloss: fr my spelling whack sometimes	
[7/20/20 12:46PM]	[CLANCHAT]: Postmalone: can u change ur xp rate while u have playing ?	
[7/20/20 12:46PM]	[CLANCHAT]: Hairloss: You can lower your diff for better xp rates	
[7/20/20 12:47PM]	[CLANCHAT]: Hairloss: But going back up diff will reset your stats	
[7/20/20 12:47PM]	[CLANCHAT]: Hairloss: So from Zezima to Easy no stat reset	
[7/20/20 12:47PM]	[CLANCHAT]: Hairloss: Easy to Zezima is stat reset	
[7/20/20 12:49PM]	[CLANCHAT]: Postmalone: can u tele to ur slay npc ?	
[7/20/20 12:49PM]	[CLANCHAT]: Hairloss: Nah brother but the slayer master tells you location	
[7/20/20 12:50PM]	[CLANCHAT]: Hairloss: If you ask the master about your task	
[7/20/20 12:50PM]	[CLANCHAT]: Hairloss: In dialogue	
[7/20/20 12:50PM]	[CLANCHAT]: Postmalone: ah nice	
[7/20/20 01:00PM]	[CLANCHAT]: Hairloss: Kat what you farming rn?	
[7/20/20 01:01PM]	[CLANCHAT]: Katrina Law: crazy man while im atching for cash	
[7/20/20 01:01PM]	[CLANCHAT]: Hairloss: Oh lol	
[7/20/20 01:01PM]	[CLANCHAT]: Hairloss: gl on drops	
[7/20/20 01:01PM]	[CLANCHAT]: Katrina Law: thanks lol	
[7/20/20 01:02PM]	[CLANCHAT]: Katrina Law: im hiting 1.5k each lol	
[7/20/20 01:02PM]	[CLANCHAT]: Katrina Law: this setup is op	
[7/20/20 01:02PM]	[CLANCHAT]: Hairloss: Um legit how?	
[7/20/20 01:02PM]	[CLANCHAT]: Katrina Law: i got max setup lol	
[7/20/20 01:02PM]	[CLANCHAT]: Hairloss: jesus	
[7/20/20 01:03PM]	[CLANCHAT]: Katrina Law: the primal gloves and p boots are insane op	
[7/20/20 01:03PM]	[CLANCHAT]: Hairloss: Yeah I really wanna farm for those	
[7/20/20 01:03PM]	[CLANCHAT]: Katrina Law: soon u will at dung shop xd	
[7/20/20 01:03PM]	[CLANCHAT]: Katrina Law: i cant w8	
[7/20/20 01:04PM]	[CLANCHAT]: Hairloss: Lol Kat fr 	
[7/20/20 01:11PM]	[CLANCHAT]: Postmalone: best way to ern money in the begin >	
[7/20/20 01:11PM]	[CLANCHAT]: Katrina Law: kbd is easy af 	
[7/20/20 01:11PM]	[CLANCHAT]: Hairloss: fr Post level up and slay out kbd	
[7/20/20 01:17PM]	[CLANCHAT]: Pickle Rick: no kbd is mine	
[7/20/20 01:17PM]	[CLANCHAT]: Hairloss: lolol f	
[7/20/20 01:17PM]	[CLANCHAT]: Postmalone: lol	
[7/20/20 01:17PM]	[CLANCHAT]: Pickle Rick: its my precise	
[7/20/20 01:18PM]	[CLANCHAT]: Pickle Rick: i fucked that up	
[7/20/20 01:18PM]	[CLANCHAT]: Hairloss: you should have said domain	
[7/20/20 01:18PM]	[CLANCHAT]: Pickle Rick: cant go back now fuck	
[7/20/20 01:20PM]	[CLANCHAT]: Postmalone: is there anybody so nice here to give me a foor melee armor (L)	
[7/20/20 01:20PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 01:21PM]	[CLANCHAT]: Katrina Law: come home	
[7/20/20 01:21PM]	[CLANCHAT]: Postmalone: im cominh	
[7/20/20 01:21PM]	[CLANCHAT]: Pickle Rick: easy tiger dont cum to fast	
[7/20/20 01:21PM]	[CLANCHAT]: Katrina Law: l	
[7/20/20 01:27PM]	[CLANCHAT]: Fishy: law	
[7/20/20 01:28PM]	[CLANCHAT]: Fishy: kat	
[7/20/20 01:29PM]	[CLANCHAT]: Katrina Law: gz	
[7/20/20 01:29PM]	[CLANCHAT]: Postmalone: Gz	
[7/20/20 01:29PM]	[CLANCHAT]: Hairloss: Gz Roox	
[7/20/20 01:29PM]	[CLANCHAT]: R0ox:  thats a rip drop	
[7/20/20 01:31PM]	[CLANCHAT]: Fishy: at u still want staff?	
[7/20/20 01:33PM]	[CLANCHAT]: Postmalone: worth to do clue scrolls ?	
[7/20/20 01:33PM]	[CLANCHAT]: Pickle Rick: only in mass	
[7/20/20 01:33PM]	[CLANCHAT]: Postmalone: ty	
[7/20/20 01:34PM]	[CLANCHAT]: Pickle Rick: so collect em bastards	
[7/20/20 01:36PM]	[CLANCHAT]: Hairloss: gz	
[7/20/20 01:38PM]	[CLANCHAT]: Postmalone: Gz 	
[7/20/20 01:38PM]	[CLANCHAT]: Fishy: kat?	
[7/20/20 01:39PM]	[CLANCHAT]: Fishy: buying items @pm	
[7/20/20 01:39PM]	[CLANCHAT]: Fishy: selling harmonised staff	
[7/20/20 01:40PM]	[CLANCHAT]: Hairloss: How much fishy?	
[7/20/20 01:40PM]	[CLANCHAT]: Fishy: for what she offerd me	
[7/20/20 01:40PM]	[CLANCHAT]: Hairloss: Lmao which is?	
[7/20/20 01:41PM]	[CLANCHAT]: Fishy: cash plus phats or virt and 120b but she hasent answered me 	
[7/20/20 01:41PM]	[CLANCHAT]: Hairloss: oh no	
[7/20/20 01:41PM]	[CLANCHAT]: Fishy: on if she wants to 	
[7/20/20 01:41PM]	[CLANCHAT]: Hairloss: That's fr so much more than my entire bank	
[7/20/20 01:42PM]	[CLANCHAT]: Fishy: lol	
[7/20/20 01:42PM]	[CLANCHAT]: Hairloss: i guess Imma just have to wait for bis box  on daily	
[7/20/20 01:42PM]	[CLANCHAT]: Fishy: same	
[7/20/20 01:42PM]	[CLANCHAT]: Hairloss: 21 more days left lmao	
[7/20/20 01:43PM]	[CLANCHAT]: Hairloss: fishy you a blowpipe I could buy?	
[7/20/20 01:43PM]	[CLANCHAT]: Hairloss: got*	
[7/20/20 01:43PM]	[CLANCHAT]: Fishy: not atm	
[7/20/20 01:43PM]	[CLANCHAT]: Hairloss: f	
[7/20/20 01:43PM]	[CLANCHAT]: Fishy: ik	
[7/20/20 01:43PM]	[CLANCHAT]: R0ox:  wait hairloss did you not have tbow?	
[7/20/20 01:44PM]	[CLANCHAT]: Fishy: r0ox u sell anything	
[7/20/20 01:44PM]	[CLANCHAT]: R0ox:  not rly i am poor asf	
[7/20/20 01:45PM]	[CLANCHAT]: Fishy: hm	
[7/20/20 01:45PM]	[CLANCHAT]: Fishy: gzzzzzzzzzzzzzzz	
[7/20/20 01:45PM]	[CLANCHAT]: Hairloss: gz bro	
[7/20/20 01:45PM]	[CLANCHAT]: Pickle Rick: hell yeah here goes nothing	
[7/20/20 01:45PM]	[CLANCHAT]: Fishy: glglglglg	
[7/20/20 01:45PM]	[CLANCHAT]: Pickle Rick: rip	
[7/20/20 01:45PM]	[CLANCHAT]: Hairloss: Nah Roox I was lent a scythe	
[7/20/20 01:45PM]	[CLANCHAT]: R0ox:  oh okay	
[7/20/20 01:45PM]	[CLANCHAT]: Hairloss: what'd you get?	
[7/20/20 01:46PM]	[CLANCHAT]: Pickle Rick: seers ring i 	
[7/20/20 01:46PM]	[CLANCHAT]: Hairloss: fff	
[7/20/20 01:46PM]	[CLANCHAT]: Fishy: oof	
[7/20/20 01:46PM]	[CLANCHAT]: Pickle Rick: oh well	
[7/20/20 01:46PM]	[CLANCHAT]: Fishy: i would of bought the box	
[7/20/20 01:46PM]	[CLANCHAT]: Pickle Rick: im on kbd grind for points anyway	
[7/20/20 01:46PM]	[CLANCHAT]: Fishy: buying all clues	
[7/20/20 01:47PM]	[CLANCHAT]: R0ox:  i could sell you bp but not rly sure what it goes for	
[7/20/20 01:47PM]	[CLANCHAT]: Fishy: 3-5b	
[7/20/20 01:47PM]	[CLANCHAT]: Hairloss: lmao fishy I thinks it's more 2-4b 	
[7/20/20 01:47PM]	[CLANCHAT]: Fishy: ill buy it if he dont	
[7/20/20 01:47PM]	[CLANCHAT]: Pickle Rick: shit really	
[7/20/20 01:47PM]	[CLANCHAT]: Fishy: i bought one for 5b 	
[7/20/20 01:47PM]	[CLANCHAT]: Pickle Rick: i got mine for 1b	
[7/20/20 01:47PM]	[CLANCHAT]: Fishy: damn	
[7/20/20 01:48PM]	[CLANCHAT]: Hairloss: fr Fishy you overpaying as well now huh	
[7/20/20 01:48PM]	[CLANCHAT]: Fishy: no	
[7/20/20 01:48PM]	[CLANCHAT]: Fishy: they told me the price was 3-5	
[7/20/20 01:48PM]	[CLANCHAT]: Fishy: so i paid 5 cus i needed one	
[7/20/20 01:48PM]	[CLANCHAT]: Fishy: why do i have 5 kbds in my instance lol	
[7/20/20 01:49PM]	[CLANCHAT]: R0ox:  dont worry at least when you do kbd instance you don t have kree arra there	
[7/20/20 01:49PM]	[CLANCHAT]: R0ox:  kree arra there	
[7/20/20 01:49PM]	[CLANCHAT]: Fishy: id love her here 	
[7/20/20 01:49PM]	[CLANCHAT]: Pickle Rick: how do u get kbd instance	
[7/20/20 01:49PM]	[CLANCHAT]: R0ox:  donor feature	
[7/20/20 01:49PM]	[CLANCHAT]: Fishy: donate	
[7/20/20 01:49PM]	[CLANCHAT]: Pickle Rick: -.-	
[7/20/20 01:49PM]	[CLANCHAT]: Fishy: ss needs to heal a little more	
[7/20/20 01:50PM]	[CLANCHAT]: R0ox:  why?	
[7/20/20 01:50PM]	[CLANCHAT]: Fishy: so i can ss not pray mage	
[7/20/20 01:50PM]	[CLANCHAT]: Hairloss: Nah SS is fine brother	
[7/20/20 01:50PM]	[CLANCHAT]: Fishy: wait it workin g good now wtf	
[7/20/20 01:50PM]	[CLANCHAT]: Hairloss: lmao	
[7/20/20 01:51PM]	[CLANCHAT]: Fishy: almost 200 kbds dry	
[7/20/20 01:52PM]	[CLANCHAT]: Pickle Rick: you got row	
[7/20/20 01:52PM]	[CLANCHAT]: Fishy: yes	
[7/20/20 01:52PM]	[CLANCHAT]: R0ox:  just get ring of coins for 250 boss points	
[7/20/20 01:52PM]	[CLANCHAT]: Pickle Rick: whats good range gloves	
[7/20/20 01:53PM]	[CLANCHAT]: R0ox:  barrows gloves are dec	
[7/20/20 01:53PM]	[CLANCHAT]: Pickle Rick: trickster is next up from arma?	
[7/20/20 01:54PM]	[CLANCHAT]: Hairloss: Trickster is goated trust me	
[7/20/20 01:54PM]	[CLANCHAT]: Pickle Rick: goated?	
[7/20/20 01:54PM]	[CLANCHAT]: Postmalone: have someone bones for free for me ?	
[7/20/20 01:55PM]	[CLANCHAT]: Hairloss: yeah post	
[7/20/20 01:56PM]	[CLANCHAT]: Hairloss: wb kat	
[7/20/20 01:56PM]	[CLANCHAT]: Hairloss: Welcome Dave	
[7/20/20 01:57PM]	[CLANCHAT]: Katrina Law: dced lol	
[7/20/20 01:57PM]	[CLANCHAT]: Pickle Rick: hair what u mean trickster is goated	
[7/20/20 01:57PM]	[CLANCHAT]: Hairloss: making a range gear guide for you guys rn	
[7/20/20 01:57PM]	[CLANCHAT]: Hairloss: It's really good just trust me	
[7/20/20 01:57PM]	[CLANCHAT]: Pickle Rick: so worth getting	
[7/20/20 01:58PM]	[CLANCHAT]: Postmalone: where are orks ?	
[7/20/20 01:58PM]	[CLANCHAT]: Postmalone: found it lol	
[7/20/20 01:58PM]	[CLANCHAT]: Hairloss: Oh no it's more fishy's to flame me	
[7/20/20 01:59PM]	[CLANCHAT]: Hairloss: Here Dave	
[7/20/20 01:59PM]	[CLANCHAT]: Hairloss: Speak here brother	
[7/20/20 02:00PM]	[CLANCHAT]: Dave:  hi	
[7/20/20 02:00PM]	[CLANCHAT]: Hairloss: You chose easy	
[7/20/20 02:00PM]	[CLANCHAT]: Pickle Rick: dave	
[7/20/20 02:00PM]	[CLANCHAT]: Pickle Rick: dave	
[7/20/20 02:00PM]	[CLANCHAT]: Hairloss: Gl Dave	
[7/20/20 02:00PM]	[CLANCHAT]: Pickle Rick: oh no wait its alan	
[7/20/20 02:00PM]	[CLANCHAT]: Pickle Rick: alan	
[7/20/20 02:00PM]	[CLANCHAT]: Pickle Rick: alan	
[7/20/20 02:00PM]	[CLANCHAT]: Dave:  cheers mate	
[7/20/20 02:01PM]	[CLANCHAT]: Fishy: kat are you afk	
[7/20/20 02:02PM]	[CLANCHAT]: Pickle Rick: i love dragon shield halfs hehehehehe	
[7/20/20 02:06PM]	[CLANCHAT]: Hairloss: more Dcs Kat	
[7/20/20 02:07PM]	[CLANCHAT]: Katrina Law: ye lol	
[7/20/20 02:07PM]	[CLANCHAT]: Katrina Law: im not lagging but i dc sometimes	
[7/20/20 02:11PM]	[CLANCHAT]: Fishy: kat u wanna buy staff?	
[7/20/20 02:11PM]	[CLANCHAT]: Hairloss: Bois Imma go off for lunch now have fun gl	
[7/20/20 02:11PM]	[CLANCHAT]: Fishy: have fun	
[7/20/20 02:12PM]	[CLANCHAT]: Hairloss: cheers	
[7/20/20 02:12PM]	[CLANCHAT]: Fishy: imma be off soon as well	
[7/20/20 02:12PM]	[CLANCHAT]: Fishy: kat u buyung this staff b4 i leave	
[7/20/20 02:13PM]	[CLANCHAT]: Fishy: gz	
[7/20/20 02:14PM]	[CLANCHAT]: Fishy: seeling x2 nightmare staffs	
[7/20/20 02:14PM]	[CLANCHAT]: Fishy: ight whos not afk	
[7/20/20 02:16PM]	[CLANCHAT]: Fishy: kat u buying this staff b4 i log?	
[7/20/20 02:17PM]	[CLANCHAT]: Fishy: ok guess im being ignored now ight well logging talk to everyone	
[7/20/20 02:17PM]	[CLANCHAT]: Fishy: later have fun guys and good luck	
[7/20/20 02:22PM]	[CLANCHAT]: Pickle Rick: rightio chaps have a good night	
[7/20/20 02:36PM]	[CLANCHAT]: Uzi: better then nothing	
[7/20/20 02:36PM]	[CLANCHAT]: Katrina Law: i want ring of coins lol	
[7/20/20 02:36PM]	[CLANCHAT]: Uzi: whats the perks on ring of coins	
[7/20/20 02:36PM]	[CLANCHAT]: Katrina Law: need a tone	
[7/20/20 02:37PM]	[CLANCHAT]: Katrina Law: its like ring of w but it picks up coins	
[7/20/20 03:05PM]	[CLANCHAT]: Uzi: o.o!!	
[7/20/20 03:06PM]	[CLANCHAT]: Therscaper: do desktop notifications show boss drops?	
[7/20/20 03:06PM]	[CLANCHAT]: Therscaper: or rare drops?	
[7/20/20 03:06PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 03:16PM]	[CLANCHAT]: Martijn: up peeps	
[7/20/20 03:16PM]	[CLANCHAT]: Uzi: yo	
[7/20/20 03:16PM]	[CLANCHAT]: Therscaper: sup	
[7/20/20 03:17PM]	[CLANCHAT]: Martijn: uzi what did u lended from sword?	
[7/20/20 03:17PM]	[CLANCHAT]: Uzi: twisted bowser	
[7/20/20 03:17PM]	[CLANCHAT]: Martijn: okay	
[7/20/20 03:18PM]	[CLANCHAT]: Uzi: the big 40	
[7/20/20 03:18PM]	[CLANCHAT]: Martijn: lolol he quitted i could have the rest of his banl	
[7/20/20 03:19PM]	[CLANCHAT]: Uzi: wait what	
[7/20/20 03:19PM]	[CLANCHAT]: Therscaper: ;o	
[7/20/20 03:19PM]	[CLANCHAT]: Martijn: he got cleaned	
[7/20/20 03:19PM]	[CLANCHAT]: Uzi: no fucking way	
[7/20/20 03:19PM]	[CLANCHAT]: Martijn: 600b	
[7/20/20 03:19PM]	[CLANCHAT]: Therscaper: puss	
[7/20/20 03:19PM]	[CLANCHAT]: Katrina Law: hes  a noob	
[7/20/20 03:19PM]	[CLANCHAT]: Martijn:  soo if ur done woth it i lile to have it	
[7/20/20 03:19PM]	[CLANCHAT]: Uzi: ur kidding me i was just on with him last night	
[7/20/20 03:19PM]	[CLANCHAT]: Martijn: yeah this morning	
[7/20/20 03:20PM]	[CLANCHAT]: Katrina Law:  i dont get why people go allin lol then quit	
[7/20/20 03:20PM]	[CLANCHAT]: Katrina Law: lol	
[7/20/20 03:20PM]	[CLANCHAT]: Uzi: why gamble at all thats dumb	
[7/20/20 03:20PM]	[CLANCHAT]: Katrina Law: only gamble ifu  have a tone of bank lol	
[7/20/20 03:20PM]	[CLANCHAT]: Uzi: ya good point or dont go all in like you said lol	
[7/20/20 03:20PM]	[CLANCHAT]: Katrina Law: ikr	
[7/20/20 03:21PM]	[CLANCHAT]: Katrina Law: martijn	
[7/20/20 03:21PM]	[CLANCHAT]: Martijn: ?	
[7/20/20 03:21PM]	[CLANCHAT]: Katrina Law: i payed over 100b for fishy vangurd set lol	
[7/20/20 03:21PM]	[CLANCHAT]: Martijn: l000l	
[7/20/20 03:21PM]	[CLANCHAT]: Katrina Law: hes kind of rich atm	
[7/20/20 03:22PM]	[CLANCHAT]: Martijn: kat	
[7/20/20 03:22PM]	[CLANCHAT]: Katrina Law: ye	
[7/20/20 03:22PM]	[CLANCHAT]: Martijn: time to clean	
[7/20/20 03:22PM]	[CLANCHAT]: Katrina Law: ik	
[7/20/20 03:22PM]	[CLANCHAT]: Katrina Law: hes scared to do mroe then 40b tho	
[7/20/20 03:22PM]	[CLANCHAT]: Martijn: lolol	
[7/20/20 03:22PM]	[CLANCHAT]: Katrina Law: he wont 2x it	
[7/20/20 03:22PM]	[CLANCHAT]: Martijn: thescaper	
[7/20/20 03:22PM]	[CLANCHAT]: Therscaper: yo	
[7/20/20 03:23PM]	[CLANCHAT]: Martijn: ur online tonight?	
[7/20/20 03:23PM]	[CLANCHAT]: Martijn:  in like 6 hours?	
[7/20/20 03:23PM]	[CLANCHAT]: Therscaper: of course/ kidna afk rn at  work	
[7/20/20 03:23PM]	[CLANCHAT]: Therscaper: but tonight yeah	
[7/20/20 03:23PM]	[CLANCHAT]: Martijn: okay good i wanna talk	
[7/20/20 03:23PM]	[CLANCHAT]: Therscaper: for sure :D	
[7/20/20 03:24PM]	[CLANCHAT]: Katrina Law: im trying to buy fishy pernix lol	
[7/20/20 03:25PM]	[CLANCHAT]: Martijn: lool	
[7/20/20 03:33PM]	[CLANCHAT]: Uzi: wowwww gzz	
[7/20/20 03:33PM]	[CLANCHAT]: Therscaper: :D	
[7/20/20 03:34PM]	[CLANCHAT]: Therscaper: lol before any armor	
[7/20/20 03:34PM]	[CLANCHAT]: Uzi: thats greatl ol	
